# u_lambda  v_lambda  Re(V)[Jy]  Im(V)[Jy]  weight
-2.310652738753272570e+04 -4.265026002747245911e+03 1.751572359071513693e-02 1.285258956821424073e-05 6.116292578125000000e+04
-3.913602211214529962e+04 -6.124547106433552699e+02 1.600269646999081391e-02 -1.970009815008590397e-04 6.548101757812500000e+04
-1.196582136887852357e+04 2.134435224489798202e+04 1.702386035565837605e-02 -8.160988849642824292e-04 6.234296875000000000e+04
-3.448273379428836051e+04 -3.169537555209365109e+03 1.635622145104558695e-02 -8.922601408908007066e-05 6.491920898437500000e+04
-6.474022442030279490e+04 2.379016406214332164e+04 1.393026643354946560e-02 -9.936302773830148986e-04 6.028717382812500000e+04
-1.424254100850431996e+03 -1.957817509235024409e+04 1.726880574634793997e-02 6.848952601975382467e-04 6.185697851562500000e+04
-2.307654794812096952e+04 -9.966732459295186345e+03 1.704145125232616950e-02 2.118739918215258239e-04 6.096435742187500000e+04
-3.218594264833939815e+04 -2.843556732046462275e+04 1.470083498161027340e-02 6.934285008392002472e-04 5.738645312500000000e+04
-2.909596363430030397e+04 -2.365304153084778955e+04 1.528396568063692534e-02 5.872179638537907385e-04 6.540525976562500000e+04
1.198479034759106980e+03 -2.386696461065383846e+04 1.668213940381641294e-02 8.237793412011372917e-04 6.826482812500000000e+04
-3.440582471220697335e+04 -2.413030236769177645e+04 1.492551718539514641e-02 5.605594389975341501e-04 6.552385742187500000e+04
2.075316406931686652e+04 -4.165411490901701472e+04 1.457640298069279826e-02 1.353369310184451141e-03 6.270227343750000000e+04
-4.511435169685760229e+03 -2.567236009607376764e+04 1.629140750659287609e-02 8.326051355297437199e-04 6.674755078125000000e+04
-2.607257585533353631e+04 2.691819985322173306e+04 1.587583964149969981e-02 -1.020910577313568568e-03 5.756165625000000000e+04
-1.336784260696518504e+04 -2.536349886561681330e+02 1.908993247797512866e-02 -7.852949381395705781e-05 5.847137304687500000e+04
8.866084105485104374e+03 -8.248726044097100385e+03 1.918796771522323155e-02 3.834729440691101495e-04 6.509372070312500000e+04
-1.291822264034982072e+04 1.058367254959792808e+04 1.851447858168123878e-02 -4.846980296006489584e-04 5.726870312500000000e+04
3.731801857753658169e+03 -1.149819230491386224e+04 1.880118050531018672e-02 4.675673784861324677e-04 6.032032617187500000e+04
7.875815898245580684e+03 3.724036689255275996e+04 1.484847419889276897e-02 -1.094973604040141643e-03 5.468003710937500000e+04
-5.862183123492159211e+03 2.344306030940127675e+04 1.678811200671088966e-02 -8.415936376951842733e-04 5.672877148437500000e+04
-1.923077069314991604e+04 2.770965829120279523e+03 1.830011000923096459e-02 -2.259454533468386315e-04 5.306487500000000000e+04
1.360234012187421649e+04 5.529171704099826457e+04 1.314358662153061220e-02 -1.433415569171026882e-03 4.296084765625000000e+04
4.708462653148809295e+03 -2.474276893012789060e+03 2.049366485054336315e-02 1.373941487856068745e-04 5.619606445312500000e+04
-1.422388747770983537e+04 4.366401851485437510e+04 1.443706919092332432e-02 -1.367477570622774048e-03 5.747948242187500000e+04
1.363240271678637873e+04 3.516494096856633405e+04 1.489120024840756042e-02 -1.004592927509567312e-03 5.603867773437500000e+04
-7.272655944119514061e+03 1.265475375433266163e+04 1.851550829219101441e-02 -5.271328273237184652e-04 5.570265625000000000e+04
1.872316798629515324e+04 1.276141734408103912e+04 1.715710224877411635e-02 -3.375250672198173638e-04 5.752149804687500000e+04
5.654450912787804555e+03 4.511633087860459455e+03 1.979374480322135949e-02 -1.442702112724405410e-04 6.108147265625000000e+04
-4.725629304582249461e+04 -1.484434751723573936e+04 1.471957369143212305e-02 2.068200147165133289e-04 5.652259960937500000e+04
